date_tirage;regime;jour;boule_1;boule_2;boule_3;boule_4;boule_5;etoile_1;etoile_2;gagnants_5b_2e;gagnants_5b_1e;gagnants_5b_0e;gagnants_4b_2e;gagnants_4b_1e;gagnants_4b_0e;gagnants_3b_2e;gagnants_3b_1e;gagnants_3b_0e;gagnants_2b_2e;gagnants_2b_1e;gagnants_2b_0e;gagnants_1b_2e;rapport_5b_2e;rapport_5b_1e;rapport_5b_0e;rapport_4b_2e;rapport_4b_1e;rapport_4b_0e;rapport_3b_2e;rapport_3b_1e;rapport_3b_0e;rapport_2b_2e;rapport_2b_1e;rapport_2b_0e;rapport_1b_2e;gagnants_non_publies;id_fdj;source
2011-10-21;2011-2016 : 50 boules / 11 etoiles;VENDREDI;37;19;2;33;46;5;8;2;6;7;89;1169;2255;3876;56831;101917;60380;851770;1525007;349276;23999325.0;318132.1;90894.9;3574.5;238.1;123.4;51.2;15.3;14.4;15.1;8.2;4.6;7.4;False;2011066;euromillions_2.csv
2011-10-25;2011-2016 : 50 boules / 11 etoiles;MARDI;39;28;22;12;27;4;10;0;2;3;25;714;1757;1352;34077;82166;18283;458638;1128611;91782;0.0;515004.3;114445.4;6866.7;210.3;85.4;79.3;13.8;9.6;26.9;8.2;3.4;15.1;False;2011067;euromillions_2.csv
2011-10-28;2011-2016 : 50 boules / 11 etoiles;VENDREDI;39;16;20;17;50;4;8;0;3;6;63;1118;2071;3090;53090;102857;51226;791918;1573506;288118;0.0;599184.0;99864.0;4755.4;234.4;126.5;60.5;15.5;13.4;16.8;8.3;4.2;8.4;False;2011068;euromillions_2.csv
2011-11-01;2011-2016 : 50 boules / 11 etoiles;MARDI;20;45;23;14;46;1;11;0;1;2;25;511;1111;1196;24406;60583;18782;361337;942202;104747;0.0;1007948.6;167991.4;6719.6;287.6;132.3;87.7;18.9;12.8;25.7;10.2;4.0;13.0;False;2011069;euromillions_2.csv
2011-11-04;2011-2016 : 50 boules / 11 etoiles;VENDREDI;41;50;11;43;14;9;2;0;4;8;81;1058;2323;3255;55162;110116;48090;831936;1581288;275368;0.0;471270.8;78545.1;3878.7;259.8;118.3;60.3;15.6;13.1;18.7;8.3;4.4;9.2;False;2011070;euromillions_2.csv
2011-11-08;2011-2016 : 50 boules / 11 etoiles;MARDI;40;15;4;29;1;1;5;0;4;8;61;1012;1730;2543;42871;73311;36414;597957;1050990;177958;0.0;305503.6;50917.2;3338.8;176.0;103.0;50.0;13.0;12.8;16.0;7.4;4.3;9.2;False;2011071;euromillions_2.csv
2011-11-11;2011-2016 : 50 boules / 11 etoiles;VENDREDI;30;18;1;4;23;3;7;1;8;15;170;1841;3248;6244;71655;131759;88793;1018926;1843539;471979;67939184.0;253534.8;45072.8;1988.5;160.6;91.0;33.8;12.9;11.8;10.9;7.2;4.1;5.8;False;2011072;euromillions_2.csv
2011-11-15;2011-2016 : 50 boules / 11 etoiles;MARDI;47;17;22;6;45;3;11;1;0;4;33;620;1414;1189;27736;61917;17566;424833;944225;93000;15000000.0;0.0;338091.2;5122.5;238.5;104.6;88.8;16.7;12.6;27.6;8.7;4.0;14.7;False;2011073;euromillions_2.csv
2011-11-18;2011-2016 : 50 boules / 11 etoiles;VENDREDI;39;44;24;4;12;2;4;0;7;11;128;1887;2880;4437;68067;111437;51865;845638;1513392;249511;0.0;240706.0;51058.8;2193.9;130.2;85.3;39.5;11.3;11.6;15.5;7.3;4.1;9.1;False;2011074;euromillions_2.csv
2011-11-22;2011-2016 : 50 boules / 11 etoiles;MARDI;16;40;38;24;18;2;4;0;2;4;46;679;1285;1884;31548;59412;27769;463806;884715;148097;0.0;517285.2;86214.2;3748.4;222.2;117.4;57.2;15.0;13.4;17.8;8.1;4.3;9.4;False;2011075;euromillions_2.csv
2011-11-25;2011-2016 : 50 boules / 11 etoiles;VENDREDI;34;14;26;19;28;5;8;1;11;9;118;1552;2706;5969;73693;124585;83562;1048230;1780348;394697;35062896.0;179533.0;73143.1;2789.3;185.5;106.4;34.4;12.2;12.2;11.3;6.9;4.1;6.7;False;2011076;euromillions_2.csv
2011-11-29;2011-2016 : 50 boules / 11 etoiles;MARDI;25;50;11;45;41;7;2;0;1;4;36;680;1286;1849;31145;57115;28802;461554;842280;163250;0.0;1000861.8;83405.1;4633.6;214.6;113.4;56.3;14.7;13.5;16.6;7.9;4.4;8.3;False;2011077;euromillions_2.csv
2011-12-02;2011-2016 : 50 boules / 11 etoiles;VENDREDI;27;40;7;43;30;9;8;1;2;9;59;1369;2671;2422;60488;111183;37732;870847;1619253;201478;27094320.0;907073.9;67190.6;5124.7;193.2;99.0;78.0;13.7;12.5;23.0;7.6;4.2;12.1;False;2011078;euromillions_2.csv
2011-12-06;2011-2016 : 50 boules / 11 etoiles;MARDI;34;21;20;38;19;9;3;0;4;4;42;628;1253;2067;31898;59491;29978;479526;868981;166999;0.0;247025.1;82341.7;3921.0;229.4;115.0;49.7;14.1;12.8;15.7;7.5;4.2;8.0;False;2011079;euromillions_2.csv
2011-12-09;2011-2016 : 50 boules / 11 etoiles;VENDREDI;21;12;47;44;29;2;1;0;6;12;62;1239;2634;2612;56370;115401;39222;814137;1639252;208206;0.0;295613.2;49268.8;4767.9;208.7;98.2;70.7;14.4;11.8;21.6;7.9;4.0;11.5;False;2011080;euromillions_2.csv
2011-12-13;2011-2016 : 50 boules / 11 etoiles;MARDI;12;37;18;33;7;1;11;0;3;8;28;759;2128;1523;32112;89616;22677;460407;1253452;114401;0.0;372197.0;46524.6;6646.3;214.5;76.5;76.3;15.9;9.6;23.5;8.8;3.3;13.2;False;2011081;euromillions_2.csv
2011-12-16;2011-2016 : 50 boules / 11 etoiles;VENDREDI;10;2;23;31;5;5;2;1;13;19;327;2146;3344;8973;84853;128998;81156;1073032;1681168;329561;46576447.0;142015.1;32389.4;940.9;125.4;80.5;21.4;9.9;11.0;10.9;6.3;4.1;7.5;False;2011082;euromillions_2.csv
2011-12-20;2011-2016 : 50 boules / 11 etoiles;MARDI;14;48;1;9;12;7;1;0;4;7;49;925;1490;2273;39542;68641;30668;543399;979086;147624;0.0;256896.0;48932.5;3495.1;162.0;100.5;47.0;11.9;11.5;16.0;6.9;3.9;9.4;False;2011083;euromillions_2.csv
2011-12-23;2011-2016 : 50 boules / 11 etoiles;VENDREDI;22;7;24;28;21;1;11;0;4;20;65;1607;4321;3615;75011;206224;49851;1009919;2701108;257268;0.0;594784.3;39652.2;6100.3;215.9;80.2;68.5;14.5;8.8;22.8;8.6;3.3;12.5;False;2011084;euromillions_2.csv
2011-12-27;2011-2016 : 50 boules / 11 etoiles;MARDI;26;21;25;19;44;7;3;0;1;5;64;685;1207;3090;35041;61508;48677;547166;953228;259247;0.0;1090268.9;72684.5;2839.2;232.1;131.7;36.7;14.2;13.6;10.7;7.3;4.2;5.6;False;2011085;euromillions_2.csv
2011-12-30;2011-2016 : 50 boules / 11 etoiles;VENDREDI;36;44;43;16;50;8;7;0;2;6;68;1081;1969;2742;54255;98652;41171;861187;1527653;234828;0.0;1024725.9;113858.4;5023.1;276.4;151.7;77.8;17.3;16.0;23.8;8.7;5.0;11.8;False;2011086;euromillions_2.csv
2012-01-03;2011-2016 : 50 boules / 11 etoiles;MARDI;42;30;45;3;49;5;10;0;2;1;33;742;1326;1631;35733;66665;23842;504610;1003594;129809;0.0;604877.2;403251.4;6109.8;237.7;133.0;77.2;15.5;13.9;24.3;8.7;4.5;12.6;False;2012001;euromillions_2.csv
2012-01-06;2011-2016 : 50 boules / 11 etoiles;VENDREDI;1;6;10;31;12;7;2;2;9;26;213;2602;4821;5979;91884;163694;70641;1090287;1927015;340129;36556782.0;220935.7;25492.5;1555.8;111.4;60.1;34.6;9.9;9.3;13.4;6.6;3.8;7.9;False;2012002;euromillions_2.csv
2012-01-10;2011-2016 : 50 boules / 11 etoiles;MARDI;9;4;30;10;40;9;2;0;3;5;48;968;1642;2281;44329;77188;31524;536686;965651;159941;0.0;350739.3;70147.8;3653.5;158.5;93.4;48.0;10.8;10.5;15.9;7.1;4.0;8.9;False;2012003;euromillions_2.csv
2012-01-13;2011-2016 : 50 boules / 11 etoiles;VENDREDI;39;13;21;14;27;8;6;0;10;10;110;1919;3884;4769;88522;174282;64279;1158179;2253485;303007;0.0;213060.1;71020.0;3228.1;161.9;79.9;46.5;11.0;9.4;15.8;6.7;3.5;9.5;False;2012004;euromillions_2.csv
2012-01-17;2011-2016 : 50 boules / 11 etoiles;MARDI;12;44;22;30;31;5;6;0;7;9;48;851;1492;2095;40441;70023;30213;573999;978600;151739;0.0;156265.9;40513.3;3798.1;187.4;106.9;54.3;12.3;12.0;17.3;6.9;4.1;9.7;False;2012005;euromillions_2.csv
2012-01-20;2011-2016 : 50 boules / 11 etoiles;VENDREDI;10;28;27;2;22;8;6;1;3;12;79;1836;3572;4036;73907;143284;54497;963795;1868531;270576;48895464.0;619952.3;51662.6;3923.7;147.7;75.9;48.0;11.5;10.0;16.3;7.0;3.7;9.3;False;2012006;euromillions_2.csv
2012-01-24;2011-2016 : 50 boules / 11 etoiles;MARDI;1;20;6;2;36;11;8;0;0;3;16;511;1357;1085;26031;65598;16514;382435;933564;88707;0.0;0.0;433716.3;10165.2;278.4;104.8;93.6;17.1;11.4;28.3;9.3;3.9;14.8;False;2012007;euromillions_2.csv
2012-01-27;2011-2016 : 50 boules / 11 etoiles;VENDREDI;10;19;44;13;39;6;2;0;4;16;77;1205;2447;3723;57162;112082;56768;852691;1662309;295527;0.0;436152.0;36346.0;3776.2;211.1;103.9;48.8;13.9;11.9;14.7;7.5;3.9;7.9;False;2012008;euromillions_2.csv
2012-01-31;2011-2016 : 50 boules / 11 etoiles;MARDI;43;34;38;9;45;4;2;0;3;6;42;605;1218;1662;29624;57713;24167;446389;863991;141326;0.0;356846.4;59474.4;4248.1;258.0;128.1;67.0;16.5;14.2;21.2;8.7;4.6;10.2;False;2012009;euromillions_2.csv
2012-02-03;2011-2016 : 50 boules / 11 etoiles;VENDREDI;16;20;19;25;28;1;10;0;10;10;37;1204;3182;2197;52254;140689;30932;738542;1984640;162646;0.0;185085.0;61695.0;8337.1;224.1;84.8;87.7;16.2;10.1;28.6;9.1;3.4;15.4;False;2012010;euromillions_2.csv
2012-02-07;2011-2016 : 50 boules / 11 etoiles;MARDI;15;3;17;33;28;2;4;1;9;11;88;1227;2306;2723;48775;96074;36127;635654;1244340;177697;54252968.0;135771.9;37028.7;2314.2;145.2;77.2;46.7;11.4;9.8;16.2;7.0;3.6;9.3;False;2012011;euromillions_2.csv
2012-02-10;2011-2016 : 50 boules / 11 etoiles;VENDREDI;3;14;31;41;8;7;11;0;1;5;39;1013;2361;2060;48485;108924;30204;726735;1617493;161115;0.0;1696429.0;113095.2;7249.6;244.2;104.7;85.7;16.0;12.0;26.9;8.5;3.9;14.2;False;2012012;euromillions_2.csv
2012-02-14;2011-2016 : 50 boules / 11 etoiles;MARDI;36;14;42;46;27;11;8;0;3;8;34;668;1405;1332;29014;64176;20091;426237;965881;105734;0.0;368058.3;46007.2;5412.6;241.0;114.6;86.3;17.4;13.2;26.3;9.4;4.2;14.1;False;2012013;euromillions_2.csv
2012-02-17;2011-2016 : 50 boules / 11 etoiles;VENDREDI;11;4;47;28;38;11;10;0;8;15;39;1028;3737;2062;41823;142100;30546;582628;1941889;160589;0.0;223465.8;39727.2;7639.8;253.6;69.7;90.3;19.5;9.6;28.0;11.2;3.4;15.0;False;2012014;euromillions_2.csv
2012-02-21;2011-2016 : 50 boules / 11 etoiles;MARDI;11;24;14;25;29;11;7;0;2;14;39;921;2161;1712;39937;86019;24001;546396;1171051;120486;0.0;567892.2;27042.4;4853.7;179.8;76.6;69.1;13.0;10.1;22.6;7.6;3.6;12.7;False;2012015;euromillions_2.csv
2012-02-24;2011-2016 : 50 boules / 11 etoiles;VENDREDI;34;3;12;26;7;10;8;1;8;16;58;1567;4328;2503;64301;170702;35081;875345;2210095;181096;54897476.0;244616.9;40769.4;5623.3;182.1;65.9;81.4;13.9;8.8;26.7;8.1;3.3;14.6;False;2012016;euromillions_2.csv
2012-02-28;2011-2016 : 50 boules / 11 etoiles;MARDI;10;48;1;17;33;2;3;0;5;5;35;804;1409;1495;34322;59963;22560;506436;865667;118182;0.0;199214.8;66404.9;4743.2;180.6;103.0;69.4;13.3;12.8;21.1;7.2;4.3;11.4;False;2012017;euromillions_2.csv
2012-03-02;2011-2016 : 50 boules / 11 etoiles;VENDREDI;44;5;11;6;30;6;2;1;2;7;95;1546;2719;4377;64612;117541;61008;882209;1653554;307319;26670951.0;875321.2;83363.9;3071.3;165.1;93.8;41.6;12.4;11.4;13.7;7.2;3.9;7.7;False;2012018;euromillions_2.csv
2012-03-06;2011-2016 : 50 boules / 11 etoiles;MARDI;23;47;27;37;24;6;2;0;1;6;29;586;1228;1825;29488;63354;27593;428041;864931;157816;0.0;986669.5;54814.9;5670.5;245.5;117.1;56.3;15.3;12.0;17.1;8.4;4.2;8.4;False;2012019;euromillions_2.csv
2012-03-09;2011-2016 : 50 boules / 11 etoiles;VENDREDI;39;36;32;47;3;6;9;0;3;4;45;955;1730;2614;46178;86633;40247;708297;1342845;231625;0.0;575403.0;143850.7;6393.3;263.6;145.5;68.7;17.1;15.3;20.5;8.9;4.8;10.0;False;2012020;euromillions_2.csv
2012-03-13;2011-2016 : 50 boules / 11 etoiles;MARDI;47;1;25;10;43;8;9;0;5;5;18;641;1190;1426;30858;57881;21909;481172;905431;123959;0.0;218702.5;72900.8;10125.1;248.7;134.0;79.8;16.2;14.5;23.9;8.3;4.5;11.9;False;2012021;euromillions_2.csv
2012-03-16;2011-2016 : 50 boules / 11 etoiles;VENDREDI;12;4;50;3;23;4;7;1;6;9;96;1638;3154;4895;77204;145513;67484;1006306;1817199;318937;45758710.0;299014.0;66447.5;3114.7;159.7;82.9;38.1;10.6;9.5;12.7;6.5;3.7;7.6;False;2012022;euromillions_2.csv
2012-03-20;2011-2016 : 50 boules / 11 etoiles;MARDI;28;30;15;16;46;3;4;0;2;8;35;672;1146;1486;31068;55319;21898;449131;810237;115946;0.0;468877.2;39073.1;4465.4;203.5;119.3;65.7;13.8;13.0;20.5;7.6;4.3;10.9;False;2012023;euromillions_2.csv
2012-03-23;2011-2016 : 50 boules / 11 etoiles;VENDREDI;50;15;9;23;31;8;11;1;7;11;43;1200;2897;2251;50107;123146;31393;707217;1718488;162436;26096499.0;237782.1;50438.6;6451.4;202.2;83.7;77.0;15.2;10.4;25.4;8.6;3.6;13.8;False;2012024;euromillions_2.csv
2012-03-27;2011-2016 : 50 boules / 11 etoiles;MARDI;29;36;27;34;24;7;8;1;0;8;24;577;1035;1338;28358;48352;20438;449052;756411;112363;15000000.0;0.0;154453.2;6435.5;234.2;130.5;72.1;14.9;14.7;21.7;7.5;4.5;11.1;False;2012025;euromillions_2.csv
2012-03-30;2011-2016 : 50 boules / 11 etoiles;VENDREDI;46;17;23;4;36;10;6;0;5;9;52;896;2424;1863;42120;103421;27067;615540;1515371;144806;0.0;317003.5;58704.3;5080.1;257.9;95.3;88.6;17.2;11.8;28.0;9.4;3.9;14.8;False;2012026;euromillions_2.csv
2012-04-03;2011-2016 : 50 boules / 11 etoiles;MARDI;1;8;18;25;30;10;9;0;3;13;33;762;2107;1166;32271;80452;16629;429980;1039132;86303;0.0;335817.6;25832.1;5088.1;192.8;69.7;90.0;14.3;9.6;29.0;8.5;3.6;15.8;False;2012027;euromillions_2.csv
2012-04-06;2011-2016 : 50 boules / 11 etoiles;VENDREDI;11;35;45;20;30;2;3;0;7;13;50;1310;2375;2546;55448;98125;36414;807259;1405927;191289;0.0;236476.9;42444.5;5517.7;184.2;101.6;67.7;13.6;13.0;21.7;7.5;4.4;11.7;False;2012028;euromillions_2.csv
2012-04-10;2011-2016 : 50 boules / 11 etoiles;MARDI;37;27;22;25;36;9;5;0;6;5;46;542;1039;2029;31131;53872;33014;497903;854376;181981;0.0;169293.1;67717.2;3680.2;273.3;142.5;52.1;14.9;14.5;14.7;7.4;4.4;7.5;False;2012029;euromillions_2.csv
2012-04-13;2011-2016 : 50 boules / 11 etoiles;VENDREDI;8;39;43;13;26;3;5;1;15;26;141;2114;3386;5633;81131;133330;79750;1125661;1869825;411536;53763217.0;142395.4;27383.7;2524.7;147.3;91.9;39.4;12.0;12.3;12.8;6.9;4.2;7.0;False;2012030;euromillions_2.csv
2012-04-17;2011-2016 : 50 boules / 11 etoiles;MARDI;10;28;49;48;33;10;1;0;1;5;25;540;1164;1122;23816;55573;15880;357242;875360;83741;0.0;945977.5;63065.1;6306.5;255.4;118.5;87.8;18.2;13.1;28.5;9.7;4.0;15.2;False;2012031;euromillions_2.csv
2012-04-20;2011-2016 : 50 boules / 11 etoiles;VENDREDI;32;41;29;3;6;11;10;0;6;12;35;794;2361;1694;34215;109905;26725;509929;1673116;148067;0.0;275784.5;45964.0;7879.5;303.9;102.2;101.7;22.1;11.6;29.6;11.8;3.7;15.1;False;2012032;euromillions_2.csv
2012-04-24;2011-2016 : 50 boules / 11 etoiles;MARDI;8;24;48;43;9;3;5;0;3;3;29;607;1193;2084;30953;54717;35984;489273;849620;202039;0.0;341799.6;113933.2;5893.0;246.3;125.3;51.2;15.1;14.4;13.6;7.6;4.5;6.8;False;2012033;euromillions_2.csv
2012-04-27;2011-2016 : 50 boules / 11 etoiles;VENDREDI;36;43;30;27;20;1;6;1;4;4;74;918;2060;2817;46390;99273;40405;713910;1506283;225991;44407281.0;432746.4;144248.8;3898.6;274.9;122.5;64.0;17.1;13.4;20.5;8.8;4.3;10.3;False;2012034;euromillions_2.csv
2012-05-01;2011-2016 : 50 boules / 11 etoiles;MARDI;4;15;41;5;19;11;9;0;2;9;28;533;1317;994;25061;61904;15059;368370;903328;78837;0.0;425249.2;31499.9;5062.4;232.7;94.1;89.1;15.5;10.5;27.0;8.4;3.5;14.6;False;2012035;euromillions_2.csv
2012-05-04;2011-2016 : 50 boules / 11 etoiles;VENDREDI;26;41;40;39;3;1;2;0;5;4;42;860;1728;2136;42953;84942;31850;660710;1328454;184934;0.0;329061.7;137109.0;6529.0;279.0;138.8;80.2;17.5;14.9;24.7;9.1;4.6;12.0;False;2012036;euromillions_2.csv
2012-05-08;2011-2016 : 50 boules / 11 etoiles;MARDI;3;34;48;38;21;5;8;0;6;4;92;769;1292;2500;32818;55541;36321;470297;810554;189424;0.0;164312.0;82156.0;1786.0;186.9;111.2;41.0;13.7;13.6;13.0;7.6;4.5;7.0;False;2012037;euromillions_2.csv
2012-05-11;2011-2016 : 50 boules / 11 etoiles;VENDREDI;1;17;13;44;38;2;11;0;7;9;50;1024;2460;2165;49112;115858;31766;727917;1717386;164958;0.0;247546.5;64178.7;5776.0;246.7;102.7;83.3;16.1;11.5;26.1;8.7;3.7;14.2;False;2012038;euromillions_2.csv
2012-05-15;2011-2016 : 50 boules / 11 etoiles;MARDI;13;2;50;11;26;5;2;0;4;14;71;1138;1844;3245;47280;78311;42330;638500;1073354;203235;0.0;287265.4;27358.6;2697.3;147.2;90.8;36.8;11.1;11.3;13.0;6.5;4.0;7.6;False;2012039;euromillions_2.csv
2012-05-18;2011-2016 : 50 boules / 11 etoiles;VENDREDI;29;50;43;47;13;9;11;0;4;10;69;1311;2694;2844;58621;123420;40373;852298;1854088;205381;0.0;522515.8;69668.7;5048.4;232.4;113.1;76.5;16.3;13.0;24.8;8.9;4.2;13.7;False;2012040;euromillions_2.csv
2012-05-22;2011-2016 : 50 boules / 11 etoiles;MARDI;31;32;41;16;37;7;1;0;3;10;33;765;1349;1895;35792;66511;29553;561150;1058813;173627;0.0;458062.3;45806.2;6940.3;261.9;148.5;75.5;17.5;15.9;22.2;8.9;4.8;10.7;False;2012041;euromillions_2.csv
2012-05-25;2011-2016 : 50 boules / 11 etoiles;VENDREDI;35;12;22;49;46;2;8;0;9;11;124;1664;3347;4928;67811;135007;69351;994684;1923971;380980;0.0;248846.7;67867.2;3010.2;196.2;97.5;47.3;15.1;12.7;15.4;8.2;4.3;7.9;False;2012042;euromillions_2.csv
2012-05-29;2011-2016 : 50 boules / 11 etoiles;MARDI;28;17;25;15;8;3;11;0;10;28;52;1774;3697;2450;64235;140497;34109;831841;1794714;172867;0.0;169380.2;20164.3;5428.8;139.2;66.8;72.0;12.0;9.2;23.7;7.4;3.5;13.2;False;2012043;euromillions_2.csv
2012-06-01;2011-2016 : 50 boules / 11 etoiles;VENDREDI;26;2;36;14;4;9;10;0;6;14;70;1868;4264;3544;82209;191077;49645;1194714;2753055;266002;0.0;473810.3;67687.1;6768.7;221.9;97.2;83.5;15.8;11.4;27.4;8.7;3.8;14.4;False;2012044;euromillions_2.csv
2012-06-05;2011-2016 : 50 boules / 11 etoiles;MARDI;13;49;37;47;34;8;9;0;6;7;78;1585;2863;3413;69727;128483;47631;990343;1853761;254793;0.0;373759.1;106788.3;4791.7;206.3;114.2;68.4;14.7;13.4;22.5;8.3;4.5;11.9;False;2012045;euromillions_2.csv
2012-06-08;2011-2016 : 50 boules / 11 etoiles;VENDREDI;11;22;5;34;40;9;11;2;24;38;128;2719;6154;4919;109364;247053;71006;1506538;3430631;369856;79026422.0;144240.3;30366.3;4507.5;185.6;82.0;73.3;14.5;10.8;23.3;8.4;3.7;12.6;False;2012046;euromillions_2.csv
2012-06-12;2011-2016 : 50 boules / 11 etoiles;MARDI;30;26;48;15;8;9;10;0;1;7;31;745;1764;1209;31461;74181;18290;449106;1056171;97583;0.0;1096061.4;52193.4;5892.8;214.5;90.6;94.4;15.9;11.3;28.7;8.9;3.8;15.2;False;2012047;euromillions_2.csv
2012-06-15;2011-2016 : 50 boules / 11 etoiles;VENDREDI;48;38;27;22;10;3;7;2;6;17;131;1380;2558;5286;59727;111278;76714;864479;1577887;404714;13414228.0;295711.3;34789.5;2257.3;187.4;101.1;34.9;13.6;12.2;11.0;7.5;4.2;5.9;False;2012048;euromillions_2.csv
2012-06-19;2011-2016 : 50 boules / 11 etoiles;MARDI;17;20;50;7;35;5;11;1;2;9;35;830;1723;1568;33233;65957;22147;485044;976124;113595;15000000.0;510269.0;37797.7;4859.7;179.3;86.3;67.7;14.0;11.9;22.0;7.7;3.9;12.1;False;2012049;euromillions_2.csv
2012-06-22;2011-2016 : 50 boules / 11 etoiles;VENDREDI;18;14;19;43;49;7;3;0;0;6;55;970;1768;3796;45265;84079;64878;745644;1351561;376899;0.0;0.0;363305.8;4954.1;245.7;134.8;44.8;16.5;14.9;12.0;8.0;4.5;5.8;False;2012050;euromillions_2.csv
2012-06-26;2011-2016 : 50 boules / 11 etoiles;MARDI;11;22;35;20;1;10;8;0;2;6;32;745;1833;1291;32264;82193;18533;443465;1079511;96192;0.0;517206.6;57467.4;5387.5;202.4;82.2;83.4;14.6;9.7;26.7;8.5;3.5;14.5;False;2012051;euromillions_2.csv
2012-06-29;2011-2016 : 50 boules / 11 etoiles;VENDREDI;14;17;28;39;29;11;1;0;5;19;58;1279;3748;2461;51247;143755;33644;690013;1853764;170697;0.0;341031.2;29915.0;4899.8;194.4;66.3;72.1;15.2;9.1;24.2;9.0;3.4;13.5;False;2012052;euromillions_2.csv
2012-07-03;2011-2016 : 50 boules / 11 etoiles;MARDI;22;7;2;40;27;6;3;0;4;11;51;1067;2192;2389;42348;84140;33570;587693;1124961;170300;0.0;283044.1;34308.3;3699.9;154.7;75.3;49.3;12.2;10.3;16.1;7.0;3.7;9.0;False;2012053;euromillions_2.csv
2012-07-06;2011-2016 : 50 boules / 11 etoiles;VENDREDI;40;42;38;31;32;3;1;0;4;4;48;942;1882;2304;43181;87027;35867;697179;1416050;211856;0.0;457323.8;152441.2;6351.7;283.1;141.7;82.7;19.4;16.2;24.4;9.6;4.8;11.6;False;2012054;euromillions_2.csv
2012-07-10;2011-2016 : 50 boules / 11 etoiles;MARDI;37;1;24;16;3;8;1;0;3;10;41;881;1670;1999;39023;76607;29287;574601;1128892;150093;0.0;413089.1;41308.9;5037.6;205.1;108.2;64.5;14.5;12.4;20.2;7.9;4.1;11.1;False;2012055;euromillions_2.csv
2012-07-13;2011-2016 : 50 boules / 11 etoiles;VENDREDI;18;46;35;25;8;9;4;0;10;13;93;1499;2962;4327;66013;130864;66001;1002796;1969709;357394;0.0;230432.8;59085.3;4129.6;224.1;113.4;55.4;15.9;13.5;16.7;8.4;4.3;8.7;False;2012056;euromillions_2.csv
2012-07-17;2011-2016 : 50 boules / 11 etoiles;MARDI;24;2;43;7;46;10;8;0;2;10;28;673;1649;1630;35481;82371;24373;548619;1272304;134883;0.0;699301.3;46620.0;8325.0;303.0;123.6;89.3;18.0;13.0;27.4;9.3;4.1;14.0;False;2012057;euromillions_2.csv
2012-07-20;2011-2016 : 50 boules / 11 etoiles;VENDREDI;19;23;10;45;49;9;10;0;7;7;59;1532;3491;2909;68636;153630;43908;998782;2246770;218456;0.0;330815.6;110271.8;6541.5;220.4;96.7;82.9;15.4;11.6;25.2;8.5;3.8;14.3;False;2012058;euromillions_2.csv
2012-07-24;2011-2016 : 50 boules / 11 etoiles;MARDI;18;25;4;16;44;11;1;0;3;9;62;1010;2534;2383;44578;113810;33455;638250;1605406;178391;0.0;541281.6;60142.4;4365.1;234.4;93.4;70.9;16.6;10.9;23.2;9.3;3.7;12.3;False;2012059;euromillions_2.csv
2012-07-27;2011-2016 : 50 boules / 11 etoiles;VENDREDI;15;48;14;23;21;2;10;0;16;25;141;2720;6106;6586;130475;284470;98588;1957361;4278679;516608;0.0;275299.9;58730.6;5206.6;236.1;105.2;69.6;15.4;11.9;21.4;8.2;3.8;11.5;False;2012060;euromillions_2.csv
2012-07-31;2011-2016 : 50 boules / 11 etoiles;MARDI;35;39;4;36;29;9;8;0;6;12;64;1298;2487;3205;64551;121119;49267;1013757;1873361;270186;0.0;384462.0;64077.0;6007.2;259.1;135.2;74.9;16.3;14.6;22.4;8.3;4.6;11.5;False;2012061;euromillions_2.csv
2012-08-03;2011-2016 : 50 boules / 11 etoiles;VENDREDI;34;35;42;24;46;5;1;0;5;11;102;1869;3677;4867;91150;181019;75342;1412821;2765500;431979;0.0;691478.2;104769.4;5649.3;269.7;137.1;73.9;17.3;14.7;21.9;8.9;4.6;10.8;False;2012062;euromillions_2.csv
2012-08-07;2011-2016 : 50 boules / 11 etoiles;MARDI;20;50;34;46;27;3;2;0;7;21;92;2213;4323;4758;99959;191378;72340;1531360;2864186;402569;0.0;2318241.1;54277.3;6194.7;225.3;115.3;74.8;15.6;13.7;22.6;8.1;4.4;11.5;False;2012063;euromillions_2.csv
2012-08-10;2011-2016 : 50 boules / 11 etoiles;VENDREDI;50;21;17;48;11;9;10;1;14;24;119;2925;6512;6378;139424;307015;95192;2089032;4598171;501558;190000000.0;2640734.2;66975.1;6753.7;240.4;107.9;78.7;15.8;12.1;24.2;8.4;3.9;13.0;False;2012064;euromillions_2.csv
2012-08-14;2011-2016 : 50 boules / 11 etoiles;MARDI;45;16;42;1;38;9;10;0;2;7;29;599;1250;2010;28130;62756;20295;439931;995481;114341;0.0;601187.4;57255.9;6910.2;292.7;140.2;62.3;19.5;14.7;28.3;10.0;4.5;14.2;False;2012065;euromillions_2.csv
2012-08-17;2011-2016 : 50 boules / 11 etoiles;VENDREDI;19;25;33;44;28;8;2;0;9;6;95;1240;2434;4321;58529;113120;63751;850702;1638808;322851;0.0;198691.8;99345.9;3137.2;210.3;107.1;43.1;14.0;12.1;13.4;7.7;4.0;7.5;False;2012066;euromillions_2.csv
2012-08-21;2011-2016 : 50 boules / 11 etoiles;MARDI;17;5;38;4;48;4;3;0;2;1;36;772;1367;1826;37450;67684;28525;587271;1060759;152760;0.0;601468.4;400978.9;5569.1;227.2;128.3;68.6;14.7;13.6;20.2;7.5;4.2;10.6;False;2012067;euromillions_2.csv
