date_tirage;regime;jour;boule_1;boule_2;boule_3;boule_4;boule_5;etoile_1;etoile_2;gagnants_5b_2e;gagnants_5b_1e;gagnants_5b_0e;gagnants_4b_2e;gagnants_4b_1e;gagnants_4b_0e;gagnants_3b_2e;gagnants_3b_1e;gagnants_3b_0e;gagnants_2b_2e;gagnants_2b_1e;gagnants_2b_0e;gagnants_1b_2e;rapport_5b_2e;rapport_5b_1e;rapport_5b_0e;rapport_4b_2e;rapport_4b_1e;rapport_4b_0e;rapport_3b_2e;rapport_3b_1e;rapport_3b_0e;rapport_2b_2e;rapport_2b_1e;rapport_2b_0e;rapport_1b_2e;gagnants_non_publies;id_fdj;source
2016-05-27;2011-2016 : 50 boules / 11 etoiles;VENDREDI;46;27;13;43;25;4;8;0;8;15;70;1038;2121;2851;47605;97634;42546;682322;1385056;223210;0.0;185870.9;33043.7;3540.3;208.9;102.2;54.3;14.3;11.7;16.7;7.9;4.0;9.0;False;2016043;euromillions_3.csv
2016-05-31;2011-2016 : 50 boules / 11 etoiles;MARDI;6;30;26;48;12;6;7;0;12;9;52;1006;1765;2149;41960;70092;28482;551311;952524;139128;0.0;90160.6;40071.4;3467.7;156.8;89.3;52.4;11.8;11.8;18.2;7.1;4.2;10.5;False;2016044;euromillions_3.csv
2016-06-03;2011-2016 : 50 boules / 11 etoiles;VENDREDI;7;31;39;23;33;6;10;0;6;15;70;1248;3002;2440;48370;115612;34219;675793;1589903;172915;0.0;260823.0;34776.4;3726.0;182.8;76.0;66.8;14.8;10.4;21.9;8.4;3.6;12.2;False;2016045;euromillions_3.csv
2016-06-07;2011-2016 : 50 boules / 11 etoiles;MARDI;26;49;19;45;35;2;5;0;1;4;54;755;1437;2321;36408;68217;34991;561022;1018814;200771;0.0;1255017.8;104584.8;3873.5;242.4;127.3;56.3;15.7;14.1;17.1;8.2;4.6;8.4;False;2016046;euromillions_3.csv
2016-06-10;2011-2016 : 50 boules / 11 etoiles;VENDREDI;21;35;42;14;43;7;9;1;3;7;152;2065;2894;3607;60870;106247;47941;822435;1480448;263910;85076371.0;601952.3;85993.1;1980.1;127.5;91.0;52.1;13.5;13.1;18.0;8.0;4.5;9.2;False;2016047;euromillions_3.csv
2016-06-14;2011-2016 : 50 boules / 11 etoiles;MARDI;13;50;42;39;34;11;9;0;1;5;29;529;1078;1328;26356;54820;19382;379126;802799;99310;0.0;929476.8;61965.1;5341.8;256.2;125.7;72.9;16.1;13.0;22.9;8.9;4.3;12.6;False;2016048;euromillions_3.csv
2016-06-17;2011-2016 : 50 boules / 11 etoiles;VENDREDI;43;1;18;27;7;8;4;0;3;11;76;1261;2677;3037;49895;104564;41215;656067;1362394;203885;0.0;446513.0;40592.0;2937.5;154.9;72.9;45.9;12.3;9.8;15.5;7.4;3.6;8.8;False;2016049;euromillions_3.csv
2016-06-21;2011-2016 : 50 boules / 11 etoiles;MARDI;32;35;17;49;5;5;1;0;2;9;49;767;1397;1656;31392;58204;24775;456867;832650;129583;0.0;483196.4;35792.3;3287.0;183.7;100.8;60.7;14.1;12.7;18.6;7.7;4.3;10.0;False;2016050;euromillions_3.csv
2016-06-24;2011-2016 : 50 boules / 11 etoiles;VENDREDI;11;19;39;28;27;3;10;1;4;9;57;1259;2798;2479;51738;112550;34015;676508;1465740;166438;39675953.0;348865.2;51683.7;4080.2;161.6;72.7;58.6;12.3;9.5;19.6;7.5;3.5;11.3;False;2016051;euromillions_3.csv
2016-06-28;2011-2016 : 50 boules / 11 etoiles;MARDI;43;37;32;26;49;5;4;0;8;4;22;654;1195;1206;24421;47233;17853;365099;677669;102983;0.0;110915.9;73943.9;6722.1;197.8;108.2;76.6;16.6;14.4;23.8;8.9;4.9;11.6;False;2016052;euromillions_3.csv
2016-07-01;2011-2016 : 50 boules / 11 etoiles;VENDREDI;11;50;13;40;2;10;1;1;3;8;49;785;1950;1705;37370;87491;25899;555254;1315084;130711;23845060.0;442252.9;55281.6;4512.7;246.4;99.2;81.0;16.2;11.6;24.5;8.7;3.7;13.7;False;2016053;euromillions_3.csv
2016-07-05;2011-2016 : 50 boules / 11 etoiles;MARDI;38;29;10;48;1;4;3;0;2;4;37;565;1124;1182;25884;51524;18771;394597;770402;104997;0.0;446081.0;74346.8;4018.7;230.2;115.7;78.6;15.7;13.3;22.7;8.2;4.3;11.5;False;2016054;euromillions_3.csv
2016-07-08;2011-2016 : 50 boules / 11 etoiles;VENDREDI;12;18;8;44;33;8;4;0;7;9;80;1321;2252;3693;49957;92889;45744;663655;1260603;206879;0.0;186973.8;48474.6;2726.7;144.4;84.7;36.9;12.0;10.8;13.7;7.2;3.8;8.5;False;2016055;euromillions_3.csv
2016-07-12;2011-2016 : 50 boules / 11 etoiles;MARDI;26;3;41;33;7;2;10;0;3;8;42;630;1460;1471;29171;68552;20377;416470;956974;106761;0.0;314888.5;39361.0;3748.6;218.6;94.3;66.8;14.8;10.6;22.2;8.3;3.7;11.9;False;2016056;euromillions_3.csv
2016-07-15;2011-2016 : 50 boules / 11 etoiles;VENDREDI;2;11;14;13;21;1;8;0;10;18;83;1372;2825;2753;55624;114885;36350;701192;1458141;171840;0.0;133037.2;24636.5;2671.4;141.4;68.6;50.3;10.9;8.9;17.5;6.9;3.4;10.4;False;2016057;euromillions_3.csv
2016-07-19;2011-2016 : 50 boules / 11 etoiles;MARDI;24;37;19;28;36;6;3;0;1;2;37;624;1175;1864;30782;58469;27600;447065;842113;145933;0.0;966688.5;161114.7;4354.4;225.9;119.9;54.0;14.3;12.7;16.7;7.9;4.3;8.9;False;2016058;euromillions_3.csv
2016-07-22;2011-2016 : 50 boules / 11 etoiles;VENDREDI;26;45;24;7;37;9;5;0;7;12;70;1080;1845;2969;45488;82217;43443;675188;1214847;234234;0.0;198566.6;38610.1;3309.4;187.6;109.8;48.7;14.0;13.0;15.3;7.5;4.2;8.0;False;2016059;euromillions_3.csv
2016-07-26;2011-2016 : 50 boules / 11 etoiles;MARDI;13;49;10;45;3;11;2;0;2;3;40;731;1607;1536;32020;74485;22316;476923;1077540;116448;0.0;536905.5;119312.3;4474.2;214.2;97.4;72.8;15.3;11.1;23.0;8.2;3.7;12.4;False;2016060;euromillions_3.csv
2016-07-29;2011-2016 : 50 boules / 11 etoiles;VENDREDI;40;26;50;1;21;4;2;1;2;10;61;1086;2460;2492;45921;96787;36448;687264;1408157;202705;72413419.0;798845.4;53256.3;4365.2;214.5;94.7;66.7;15.9;12.7;21.0;8.5;4.2;10.6;False;2016061;euromillions_3.csv
2016-08-02;2011-2016 : 50 boules / 11 etoiles;MARDI;27;46;38;2;8;2;6;0;3;5;32;705;1229;1912;28925;53240;25896;408629;778310;136918;0.0;296716.8;59343.3;4636.2;184.1;105.6;48.4;14.1;12.8;16.4;7.9;4.2;8.8;False;2016062;euromillions_3.csv
2016-08-05;2011-2016 : 50 boules / 11 etoiles;VENDREDI;19;16;24;37;35;2;7;0;3;9;59;867;1571;2800;40745;74921;40241;609472;1106375;221908;0.0;436957.5;48550.8;3703.0;220.4;121.6;48.7;14.7;13.4;15.6;7.8;4.4;7.9;False;2016063;euromillions_3.csv
2016-08-09;2011-2016 : 50 boules / 11 etoiles;MARDI;19;43;44;12;45;10;5;0;5;5;28;570;1104;1391;27212;55256;21497;416632;837701;119674;0.0;190658.9;63552.9;5674.3;243.8;125.9;71.3;16.0;13.2;21.2;8.3;4.2;10.7;False;2016064;euromillions_3.csv
2016-08-12;2011-2016 : 50 boules / 11 etoiles;VENDREDI;15;50;36;2;28;11;2;0;3;12;53;928;1868;2075;38950;79765;28070;568992;1188221;143935;0.0;452022.3;37668.5;4264.3;213.1;105.8;68.0;15.9;13.1;23.1;8.7;4.2;12.7;False;2016065;euromillions_3.csv
2016-08-16;2011-2016 : 50 boules / 11 etoiles;MARDI;34;37;46;26;2;4;8;0;2;4;28;494;1055;1537;24369;47846;23246;375941;740356;134632;0.0;472441.7;78740.2;5624.3;278.9;130.6;64.0;17.7;15.2;19.4;9.2;4.7;9.5;False;2016066;euromillions_3.csv
2016-08-19;2011-2016 : 50 boules / 11 etoiles;VENDREDI;22;6;5;25;34;7;5;1;9;6;77;1083;1843;4164;54007;88430;60222;771820;1275113;287782;54894441.0;157672.0;78836.0;3071.5;191.0;112.2;35.4;12.0;12.3;11.2;6.7;4.1;6.6;False;2016067;euromillions_3.csv
2016-08-23;2011-2016 : 50 boules / 11 etoiles;MARDI;2;31;45;37;23;8;4;0;3;6;28;519;1053;1518;24230;49208;23770;368072;750100;128143;0.0;293780.6;48963.4;5246.0;247.6;122.0;60.4;16.6;13.8;17.7;8.7;4.4;9.3;False;2016068;euromillions_3.csv
2016-08-26;2011-2016 : 50 boules / 11 etoiles;VENDREDI;48;9;30;28;1;7;8;0;6;9;49;962;1717;1918;43710;79654;29949;646104;1158861;158445;0.0;218708.1;48601.8;4463.4;198.9;111.4;71.2;13.7;12.6;20.9;7.4;4.2;11.2;False;2016069;euromillions_3.csv
2016-08-30;2011-2016 : 50 boules / 11 etoiles;MARDI;29;42;13;16;35;6;8;0;6;5;39;730;1351;1706;29884;57774;24722;432657;842183;127940;0.0;156756.5;62702.6;4019.3;187.8;101.5;57.4;14.4;12.5;18.2;7.9;4.1;9.9;False;2016070;euromillions_3.csv
2016-09-02;2011-2016 : 50 boules / 11 etoiles;VENDREDI;50;40;16;32;8;2;11;5;9;21;62;1329;3253;1938;39257;84130;27036;559203;1202683;145769;7840860.0;153095.1;21870.7;3703.9;151.1;61.7;74.0;16.0;12.6;24.4;9.0;4.2;12.8;False;2016071;euromillions_3.csv
2016-09-06;2011-2016 : 50 boules / 11 etoiles;MARDI;45;12;34;24;30;7;10;0;0;3;18;597;1164;1290;27416;56294;18403;393013;805392;97750;0.0;0.0;397404.9;8279.2;218.4;112.0;72.2;14.9;12.2;23.2;8.3;4.1;12.3;False;2016072;euromillions_3.csv
2016-09-09;2011-2016 : 50 boules / 11 etoiles;VENDREDI;28;4;11;17;15;1;3;0;5;22;86;1601;3121;3342;59311;116032;42091;726434;1414011;182659;0.0;267192.9;20241.8;2589.0;121.6;62.4;41.6;10.3;8.8;15.2;6.7;3.5;9.9;False;2016073;euromillions_3.csv
2016-09-13;2011-2016 : 50 boules / 11 etoiles;MARDI;44;16;4;7;35;3;1;0;2;6;33;721;1512;1543;30788;63123;23088;457369;921219;125001;0.0;486020.2;54002.2;4909.2;196.6;93.7;65.6;14.4;11.8;20.1;7.7;3.9;10.5;False;2016074;euromillions_3.csv
2016-09-16;2011-2016 : 50 boules / 11 etoiles;VENDREDI;32;5;22;8;14;2;11;1;5;18;53;1299;2886;2236;50649;115845;31711;660389;1478993;152928;39758892.0;281165.6;26033.8;4420.8;157.8;71.0;65.4;12.7;9.3;21.2;7.8;3.5;12.4;False;2016075;euromillions_3.csv
2016-09-20;2011-2016 : 50 boules / 11 etoiles;MARDI;45;41;4;1;10;9;6;0;2;5;26;486;1073;1344;24488;50609;22413;387604;780334;125378;0.0;446188.1;59491.7;5720.3;267.7;121.2;69.1;16.7;13.5;19.0;8.4;4.2;9.6;False;2016076;euromillions_3.csv
2016-09-23;2011-2016 : 50 boules / 11 etoiles;VENDREDI;14;39;42;49;16;9;3;1;6;11;42;831;1573;2433;37525;70992;37391;570692;1084325;206354;23850387.0;221259.6;40229.0;5268.0;232.9;123.0;56.8;16.2;14.4;17.0;8.5;4.5;8.7;False;2016077;euromillions_3.csv
2016-09-27;2016+ : 50 boules / 12 etoiles;MARDI;41;6;13;39;9;2;12;0;3;7;21;536;1554;877;25400;72147;13715;368993;1018716;70688;0.0;293260.3;29272.9;4772.7;199.4;54.4;170.1;16.2;10.8;28.4;8.9;3.9;15.5;False;2016078;euromillions_4.csv
2016-09-30;2016+ : 50 boules / 12 etoiles;VENDREDI;35;44;17;37;43;10;2;0;6;15;84;1516;3456;3493;71403;169033;51239;1031101;2427770;269403;0.0;404891.9;37721.5;3294.7;194.7;67.6;117.9;15.9;12.7;21.0;8.8;4.6;11.3;False;2016079;euromillions_4.csv
2016-10-04;2016+ : 50 boules / 12 etoiles;MARDI;4;38;7;14;34;4;11;0;7;11;56;1345;2789;2483;58969;126962;34247;764835;1770619;172852;0.0;225641.2;33443.7;3213.2;142.7;54.4;107.8;12.5;11.0;20.4;7.7;4.1;11.4;False;2016080;euromillions_4.csv
2016-10-07;2016+ : 50 boules / 12 etoiles;VENDREDI;12;30;27;20;2;11;9;0;11;19;73;1955;5316;3307;77663;194837;43532;1029488;2520927;223669;0.0;195998.0;26429.0;3364.6;134.0;39.0;110.5;13.0;9.8;21.9;7.8;3.9;12.0;False;2016081;euromillions_4.csv
2016-10-11;2016+ : 50 boules / 12 etoiles;MARDI;12;37;20;24;5;4;11;1;10;12;67;1558;3832;2823;63646;156594;38295;861521;2102915;196862;168085323.0;183627.4;35640.7;3122.3;143.2;46.0;110.3;13.5;10.3;21.2;8.0;4.0;11.6;False;2016082;euromillions_4.csv
2016-10-14;2016+ : 50 boules / 12 etoiles;VENDREDI;31;34;19;7;13;11;1;0;5;14;60;1199;3612;2115;46352;130326;27405;606634;1654340;135541;0.0;258506.3;21503.2;2454.1;130.9;34.4;103.6;13.0;8.7;20.8;8.0;3.6;11.9;False;2016083;euromillions_4.csv
2016-10-18;2016+ : 50 boules / 12 etoiles;MARDI;2;25;17;21;27;9;6;0;0;6;52;844;1853;1907;33852;73828;25866;464657;996771;127668;0.0;0.0;177605.0;1893.5;124.4;44.8;76.8;11.9;10.3;14.8;6.9;4.0;8.4;False;2016084;euromillions_4.csv
2016-10-21;2016+ : 50 boules / 12 etoiles;VENDREDI;48;9;23;20;44;10;8;0;3;10;36;846;1806;1591;35930;85437;24943;544209;1289660;128187;0.0;408989.5;28577.5;3882.8;176.2;65.3;130.8;15.9;12.7;21.7;8.4;4.3;11.9;False;2016085;euromillions_4.csv
2016-10-25;2016+ : 50 boules / 12 etoiles;MARDI;28;15;21;3;20;5;1;1;6;9;50;966;1906;2108;39698;78814;26486;517974;1042087;125501;50108729.0;156002.2;24223.1;2132.6;117.7;47.2;75.3;11.0;10.5;15.6;6.7;4.1;9.3;False;2016086;euromillions_4.csv
2016-10-28;2016+ : 50 boules / 12 etoiles;VENDREDI;23;43;10;19;16;8;2;1;5;8;112;1332;2846;4187;59837;127410;55816;834733;1759886;273843;17375733.0;317750.6;46254.8;1616.0;144.9;53.7;64.3;12.4;11.0;12.6;7.1;4.1;7.2;False;2016087;euromillions_4.csv
2016-11-01;2016+ : 50 boules / 12 etoiles;MARDI;10;20;6;37;29;9;1;0;3;9;38;621;1466;1465;25885;58634;19634;358325;808136;97842;0.0;245644.5;19071.1;2209.3;144.2;48.3;85.3;13.3;11.1;16.6;7.7;4.2;9.4;False;2016088;euromillions_4.csv
2016-11-04;2016+ : 50 boules / 12 etoiles;VENDREDI;7;11;12;48;44;7;3;0;4;7;67;902;1586;3702;45474;81630;59755;683958;1254788;295176;0.0;299189.9;39819.8;2034.9;161.2;72.5;54.8;12.3;12.9;8.8;6.5;4.4;5.0;False;2016089;euromillions_4.csv
2016-11-08;2016+ : 50 boules / 12 etoiles;MARDI;49;47;9;50;5;9;8;1;1;3;24;578;1196;1471;27485;55266;18718;412673;823632;95626;39336342.0;845567.8;65647.4;4013.7;177.7;68.0;97.5;14.4;13.5;20.0;7.7;4.7;11.0;False;2016090;euromillions_4.csv
2016-11-11;2016+ : 50 boules / 12 etoiles;VENDREDI;38;49;3;22;23;9;2;0;6;7;39;804;1631;1954;36204;73994;29267;542075;1106799;153956;0.0;180024.7;35939.8;3155.2;163.2;63.7;93.7;13.9;12.9;16.3;7.4;4.5;8.7;False;2016091;euromillions_4.csv
2016-11-15;2016+ : 50 boules / 12 etoiles;MARDI;42;7;15;36;48;3;7;0;2;3;55;581;1167;2108;25998;49068;32284;383252;731957;178354;0.0;395179.0;61361.1;1637.1;165.3;65.1;63.5;14.2;14.2;10.8;7.7;4.9;5.5;False;2016092;euromillions_4.csv
2016-11-18;2016+ : 50 boules / 12 etoiles;VENDREDI;32;27;12;47;3;8;6;0;2;16;45;938;2004;2122;40754;86263;30680;578129;1219769;159108;0.0;571704.1;16644.5;2894.7;148.1;54.8;91.3;13.1;11.7;16.5;7.4;4.3;9.0;False;2016093;euromillions_4.csv
2016-11-22;2016+ : 50 boules / 12 etoiles;MARDI;47;10;5;33;34;10;2;0;1;3;22;500;1090;1146;23499;54944;17520;367122;864045;95576;0.0;842897.4;65440.1;4364.8;204.8;74.3;124.7;16.7;13.5;21.3;8.6;4.5;11.0;False;2016094;euromillions_4.csv
2016-11-25;2016+ : 50 boules / 12 etoiles;VENDREDI;28;23;5;11;17;10;11;2;6;33;49;1363;4792;1904;46467;150408;24927;576536;1769289;121420;30570889.0;209907.9;8889.0;2928.1;112.2;25.2;112.1;12.6;7.4;22.3;8.2;3.2;12.9;False;2016095;euromillions_4.csv
2016-11-29;2016+ : 50 boules / 12 etoiles;MARDI;38;27;21;28;26;11;9;0;4;3;22;435;986;1007;21331;51277;14978;340644;821109;81038;0.0;189176.2;58748.4;3918.4;211.3;73.8;127.4;16.6;13.0;22.3;8.3;4.2;11.7;False;2016096;euromillions_4.csv
2016-12-02;2016+ : 50 boules / 12 etoiles;VENDREDI;23;32;6;11;31;2;12;1;2;4;20;708;2034;1170;34713;97572;17370;488804;1354982;90478;29377167.0;565854.2;65896.9;6446.4;194.2;53.5;164.0;15.2;10.2;28.8;8.7;3.8;15.6;False;2016097;euromillions_4.csv
2016-12-06;2016+ : 50 boules / 12 etoiles;MARDI;27;1;7;11;45;9;4;0;4;8;43;759;1799;1943;31796;70700;25031;413285;898252;118640;0.0;184977.1;21541.6;1960.3;118.4;39.5;64.5;10.8;9.2;13.0;6.7;3.8;7.8;False;2016098;euromillions_4.csv
2016-12-09;2016+ : 50 boules / 12 etoiles;VENDREDI;6;40;37;28;12;1;5;0;8;6;51;853;1886;1840;37539;81417;27676;543595;1146616;150188;0.0;138311.1;42952.3;2471.6;157.6;56.4;102.0;13.8;12.0;17.7;7.6;4.4;9.2;False;2016099;euromillions_4.csv
2016-12-13;2016+ : 50 boules / 12 etoiles;MARDI;28;50;48;29;14;8;2;0;3;2;32;505;1046;1651;24510;52181;25401;380023;803844;141240;0.0;276224.8;96503.8;2950.1;199.4;76.2;85.1;15.8;14.0;14.4;8.1;4.7;7.3;False;2016100;euromillions_4.csv
2016-12-16;2016+ : 50 boules / 12 etoiles;VENDREDI;45;10;6;30;41;11;4;0;6;10;31;824;1963;1448;33566;83757;21497;498493;1249755;118116;0.0;201174.7;28113.5;4435.8;178.0;59.1;141.3;16.8;12.7;24.8;9.1;4.4;12.8;False;2016101;euromillions_4.csv
2016-12-20;2016+ : 50 boules / 12 etoiles;MARDI;15;27;13;21;17;3;2;1;14;15;67;1583;2543;2047;50852;90651;24069;607464;1117419;108723;61653352.0;67191.0;14606.2;1599.4;72.2;35.5;77.9;8.6;9.1;17.3;5.8;3.8;10.8;False;2016102;euromillions_4.csv
2016-12-23;2016+ : 50 boules / 12 etoiles;VENDREDI;46;39;16;20;4;5;2;0;2;7;49;989;1962;2297;39591;80841;33162;571233;1134414;183528;0.0;603821.6;40181.9;2807.7;148.3;59.2;89.1;14.2;13.2;16.1;7.9;4.9;8.2;False;2016103;euromillions_4.csv
2016-12-27;2016+ : 50 boules / 12 etoiles;MARDI;32;22;39;25;3;7;12;1;3;2;14;497;1218;795;22240;54968;11807;326595;811831;61594;25251858.0;251503.3;87866.9;6139.7;184.4;59.5;160.9;15.8;12.1;28.3;8.6;4.2;15.3;False;2016104;euromillions_4.csv
2016-12-30;2016+ : 50 boules / 12 etoiles;VENDREDI;10;22;29;47;8;1;3;0;3;7;42;895;1884;2003;40900;88780;27490;568132;1235236;140437;0.0;379409.6;37872.3;3087.4;154.5;58.1;96.3;13.0;11.3;18.3;7.5;4.2;10.1;False;2016105;euromillions_4.csv
2017-01-03;2016+ : 50 boules / 12 etoiles;MARDI;34;27;49;23;19;11;1;0;0;7;30;572;1489;1093;23554;65312;15593;327904;891999;79367;0.0;0.0;134726.3;2904.7;162.5;49.4;118.7;15.2;10.3;21.7;8.7;3.9;12.0;False;2017001;euromillions_4.csv
2017-01-06;2016+ : 50 boules / 12 etoiles;VENDREDI;21;14;49;10;18;9;11;0;5;9;20;754;1789;1405;35407;86431;21100;504296;1225401;111273;0.0;215540.4;27889.8;6138.8;173.6;57.9;130.1;14.2;11.0;22.6;8.0;4.0;12.1;False;2017002;euromillions_4.csv
2017-01-10;2016+ : 50 boules / 12 etoiles;MARDI;44;29;35;11;2;4;9;0;3;5;50;750;1515;1621;27375;62277;24029;396092;869294;128094;0.0;280821.3;39243.8;1919.5;136.5;53.4;88.1;14.4;11.9;15.5;7.9;4.4;8.2;False;2017003;euromillions_4.csv
2017-01-13;2016+ : 50 boules / 12 etoiles;VENDREDI;16;7;50;3;26;4;7;0;8;9;62;1379;2466;3228;57280;109202;46858;778041;1517238;238914;0.0;175314.5;36295.7;2577.1;123.5;54.7;73.6;11.4;11.3;13.2;6.7;4.2;7.3;False;2017004;euromillions_4.csv
2017-01-17;2016+ : 50 boules / 12 etoiles;MARDI;43;4;25;16;47;10;2;0;4;8;29;630;1374;1319;26865;65156;19340;401661;950064;105357;0.0;239148.7;27850.2;3757.9;184.5;66.9;123.0;16.6;13.0;21.9;8.9;4.6;11.3;False;2017005;euromillions_4.csv
2017-01-20;2016+ : 50 boules / 12 etoiles;VENDREDI;17;10;27;49;31;3;5;0;3;16;96;1235;2278;3601;53184;102166;47153;736643;1411722;236179;0.0;447519.0;19543.5;1593.2;132.1;56.6;63.2;11.8;11.6;12.6;6.8;4.3;7.1;False;2017006;euromillions_4.csv
2017-01-24;2016+ : 50 boules / 12 etoiles;MARDI;5;1;23;17;7;3;8;1;11;25;103;1624;3792;3273;58023;121326;38294;659707;1345199;171338;88587275.0;96333.8;9872.3;1172.0;79.2;26.8;54.9;8.5;7.7;12.2;6.0;3.6;7.7;False;2017007;euromillions_4.csv
2017-01-27;2016+ : 50 boules / 12 etoiles;VENDREDI;28;45;20;17;48;9;5;0;2;10;52;741;1466;2215;36192;70246;32734;529133;1036365;177760;0.0;538931.3;25104.6;2361.4;176.7;70.7;82.5;13.9;13.5;14.5;7.6;4.8;7.5;False;2017008;euromillions_4.csv
2017-01-31;2016+ : 50 boules / 12 etoiles;MARDI;4;17;44;23;3;6;9;1;3;3;46;724;1714;1808;33053;73036;24548;449761;975867;119818;25880509.0;270663.6;63040.6;2010.9;136.2;45.5;76.1;11.5;9.8;14.6;6.7;3.8;8.4;False;2017009;euromillions_4.csv
2017-02-03;2016+ : 50 boules / 12 etoiles;VENDREDI;3;4;50;46;15;9;5;0;3;5;30;700;1369;1892;33285;67286;32498;542868;1075437;182855;0.0;369790.5;51677.0;4212.8;192.5;77.9;99.4;15.6;14.6;15.1;7.6;4.7;7.6;False;2017010;euromillions_4.csv
2017-02-07;2016+ : 50 boules / 12 etoiles;MARDI;44;38;4;31;10;10;8;0;0;3;24;599;1175;1266;26590;56225;16383;350916;812462;80874;0.0;0.0;319734.2;3693.0;157.8;63.6;104.2;13.7;12.2;21.0;8.3;4.4;12.0;False;2017011;euromillions_4.csv
2017-02-10;2016+ : 50 boules / 12 etoiles;VENDREDI;43;26;7;35;21;9;2;0;4;6;62;990;2066;2202;42233;86623;30549;565625;1158318;159849;0.0;280518.3;43557.2;2061.7;137.7;52.2;86.4;12.4;11.4;16.2;7.4;4.4;8.7;False;2017012;euromillions_4.csv
2017-02-14;2016+ : 50 boules / 12 etoiles;MARDI;44;40;24;2;10;3;10;2;1;6;27;585;1322;1352;26447;61439;18710;392902;912910;96739;23570709.0;855914.6;33225.3;3611.4;177.7;62.2;107.3;15.1;12.3;20.2;8.1;4.3;11.0;False;2017013;euromillions_4.csv
2017-02-17;2016+ : 50 boules / 12 etoiles;VENDREDI;25;19;33;36;48;2;9;1;3;8;33;711;1502;1590;31155;66061;25531;471329;986394;144487;17000000.0;347002.9;30307.8;3593.8;177.9;66.6;111.0;15.6;13.9;18.0;8.3;4.8;9.0;False;2017014;euromillions_4.csv
2017-02-21;2016+ : 50 boules / 12 etoiles;MARDI;19;41;49;13;45;4;3;0;2;3;12;469;928;946;22453;46637;14342;349450;710356;81058;0.0;364667.6;56623.5;6924.0;188.9;75.6;130.7;15.2;13.8;22.5;7.8;4.7;11.2;False;2017015;euromillions_4.csv
2017-02-24;2016+ : 50 boules / 12 etoiles;VENDREDI;13;2;43;22;4;8;9;0;7;10;32;1038;2203;1588;43523;88645;23372;587214;1193938;120351;0.0;154279.6;25153.4;3844.7;126.4;47.1;115.3;11.6;10.7;20.4;6.9;4.1;11.2;False;2017016;euromillions_4.csv
2017-02-28;2016+ : 50 boules / 12 etoiles;MARDI;35;31;10;42;20;2;12;0;0;4;17;410;1246;760;20373;54502;11402;308000;821467;60555;0.0;0.0;240661.4;5232.4;231.4;60.2;174.2;17.9;12.6;30.3;9.5;4.3;16.1;False;2017017;euromillions_4.csv
2017-03-03;2016+ : 50 boules / 12 etoiles;VENDREDI;47;2;11;29;30;12;1;0;5;6;23;667;2199;1280;30390;92728;18400;438894;1319018;98747;0.0;233684.5;45356.4;5787.4;212.8;51.1;154.8;18.0;11.1;28.1;10.0;4.0;14.8;False;2017018;euromillions_4.csv
2017-03-07;2016+ : 50 boules / 12 etoiles;MARDI;6;37;50;41;48;5;4;0;0;4;23;450;1000;1031;23140;49846;16551;368378;777159;100253;0.0;0.0;275024.5;4419.6;240.9;85.8;146.7;18.0;15.8;23.8;9.1;5.3;11.1;False;2017019;euromillions_4.csv
2017-03-10;2016+ : 50 boules / 12 etoiles;VENDREDI;38;49;31;47;36;8;11;0;1;4;31;671;1616;1493;31548;70465;22625;488735;1114364;123981;0.0;1279253.6;74488.1;4701.2;231.6;76.1;145.3;18.9;16.0;25.0;9.8;5.3;12.9;False;2017020;euromillions_4.csv
2017-03-14;2016+ : 50 boules / 12 etoiles;MARDI;21;5;44;36;3;3;6;1;4;7;31;693;1443;1947;34032;66907;29265;506197;1004145;150788;80571199.0;244777.0;32577.9;3598.1;171.6;65.2;85.2;13.4;12.9;14.8;7.2;4.5;8.1;False;2017021;euromillions_4.csv
2017-03-17;2016+ : 50 boules / 12 etoiles;VENDREDI;19;29;36;6;10;9;3;0;2;11;84;1019;1907;2770;41785;81326;36355;564357;1103923;178397;0.0;518886.3;21973.5;1407.4;123.7;52.3;63.5;11.6;11.3;12.6;6.9;4.3;7.2;False;2017022;euromillions_4.csv
2017-03-21;2016+ : 50 boules / 12 etoiles;MARDI;47;23;20;44;1;11;4;0;2;5;21;411;973;965;19970;48313;14392;311529;770119;75836;0.0;373296.5;34778.0;4050.2;220.7;73.8;131.2;17.5;13.6;22.9;9.0;4.4;12.3;False;2017023;euromillions_4.csv
2017-03-24;2016+ : 50 boules / 12 etoiles;VENDREDI;2;21;17;27;34;5;9;0;7;5;82;1168;2019;2893;44252;85489;37976;600419;1154547;185338;0.0;152897.1;49856.0;1486.9;111.3;50.9;62.7;11.3;11.0;12.4;6.7;4.2;7.2;False;2017024;euromillions_4.csv
2017-03-28;2016+ : 50 boules / 12 etoiles;MARDI;33;13;46;9;31;6;10;0;3;13;31;594;1377;1160;25210;61436;16499;359331;885792;85940;0.0;266676.3;14333.5;2940.0;163.6;55.8;116.9;14.8;11.5;21.4;8.3;4.1;11.6;False;2017025;euromillions_4.csv
2017-03-31;2016+ : 50 boules / 12 etoiles;VENDREDI;24;26;45;17;28;4;12;0;2;14;23;721;2096;1195;33464;95479;17946;480911;1364410;94913;0.0;585756.2;19489.8;5802.7;197.4;53.7;166.2;16.3;10.8;28.9;9.1;3.9;15.4;False;2017026;euromillions_4.csv
