date_tirage;regime;position;numero;type
2009-10-09;2004-2011 : 50 boules / 9 etoiles;boule_5;50;boule
2009-10-09;2004-2011 : 50 boules / 9 etoiles;etoile_1;4;etoile
2009-10-09;2004-2011 : 50 boules / 9 etoiles;etoile_2;7;etoile
2009-10-16;2004-2011 : 50 boules / 9 etoiles;boule_5;12;boule
2009-10-16;2004-2011 : 50 boules / 9 etoiles;boule_1;23;boule
2009-10-16;2004-2011 : 50 boules / 9 etoiles;boule_2;30;boule
2009-10-16;2004-2011 : 50 boules / 9 etoiles;boule_3;31;boule
2009-10-16;2004-2011 : 50 boules / 9 etoiles;boule_4;47;boule
2009-10-16;2004-2011 : 50 boules / 9 etoiles;etoile_1;3;etoile
2009-10-16;2004-2011 : 50 boules / 9 etoiles;etoile_2;4;etoile
2009-10-23;2004-2011 : 50 boules / 9 etoiles;boule_2;6;boule
2009-10-23;2004-2011 : 50 boules / 9 etoiles;boule_3;18;boule
2009-10-23;2004-2011 : 50 boules / 9 etoiles;boule_1;20;boule
2009-10-23;2004-2011 : 50 boules / 9 etoiles;boule_4;29;boule
2009-10-23;2004-2011 : 50 boules / 9 etoiles;boule_5;31;boule
2009-10-23;2004-2011 : 50 boules / 9 etoiles;etoile_2;2;etoile
2009-10-23;2004-2011 : 50 boules / 9 etoiles;etoile_1;8;etoile
2009-10-30;2004-2011 : 50 boules / 9 etoiles;boule_2;9;boule
2009-10-30;2004-2011 : 50 boules / 9 etoiles;boule_3;33;boule
2009-10-30;2004-2011 : 50 boules / 9 etoiles;boule_1;35;boule
2009-10-30;2004-2011 : 50 boules / 9 etoiles;boule_4;38;boule
2009-10-30;2004-2011 : 50 boules / 9 etoiles;boule_5;40;boule
2009-10-30;2004-2011 : 50 boules / 9 etoiles;etoile_2;2;etoile
2009-10-30;2004-2011 : 50 boules / 9 etoiles;etoile_1;6;etoile
2009-11-06;2004-2011 : 50 boules / 9 etoiles;boule_5;11;boule
2009-11-06;2004-2011 : 50 boules / 9 etoiles;boule_1;19;boule
2009-11-06;2004-2011 : 50 boules / 9 etoiles;boule_4;34;boule
2009-11-06;2004-2011 : 50 boules / 9 etoiles;boule_2;43;boule
2009-11-06;2004-2011 : 50 boules / 9 etoiles;boule_3;45;boule
2009-11-06;2004-2011 : 50 boules / 9 etoiles;etoile_1;5;etoile
2009-11-06;2004-2011 : 50 boules / 9 etoiles;etoile_2;9;etoile
2009-11-13;2004-2011 : 50 boules / 9 etoiles;boule_5;13;boule
2009-11-13;2004-2011 : 50 boules / 9 etoiles;boule_1;15;boule
2009-11-13;2004-2011 : 50 boules / 9 etoiles;boule_2;25;boule
2009-11-13;2004-2011 : 50 boules / 9 etoiles;boule_4;26;boule
2009-11-13;2004-2011 : 50 boules / 9 etoiles;boule_3;32;boule
2009-11-13;2004-2011 : 50 boules / 9 etoiles;etoile_2;3;etoile
2009-11-13;2004-2011 : 50 boules / 9 etoiles;etoile_1;4;etoile
2009-11-20;2004-2011 : 50 boules / 9 etoiles;boule_4;5;boule
2009-11-20;2004-2011 : 50 boules / 9 etoiles;boule_2;9;boule
2009-11-20;2004-2011 : 50 boules / 9 etoiles;boule_3;28;boule
2009-11-20;2004-2011 : 50 boules / 9 etoiles;boule_5;43;boule
2009-11-20;2004-2011 : 50 boules / 9 etoiles;boule_1;47;boule
2009-11-20;2004-2011 : 50 boules / 9 etoiles;etoile_1;2;etoile
2009-11-20;2004-2011 : 50 boules / 9 etoiles;etoile_2;9;etoile
2009-11-27;2004-2011 : 50 boules / 9 etoiles;boule_4;5;boule
2009-11-27;2004-2011 : 50 boules / 9 etoiles;boule_5;8;boule
2009-11-27;2004-2011 : 50 boules / 9 etoiles;boule_3;13;boule
2009-11-27;2004-2011 : 50 boules / 9 etoiles;boule_2;15;boule
2009-11-27;2004-2011 : 50 boules / 9 etoiles;boule_1;33;boule
2009-11-27;2004-2011 : 50 boules / 9 etoiles;etoile_1;8;etoile
2009-11-27;2004-2011 : 50 boules / 9 etoiles;etoile_2;9;etoile
2009-12-04;2004-2011 : 50 boules / 9 etoiles;boule_4;18;boule
2009-12-04;2004-2011 : 50 boules / 9 etoiles;boule_3;19;boule
2009-12-04;2004-2011 : 50 boules / 9 etoiles;boule_1;25;boule
2009-12-04;2004-2011 : 50 boules / 9 etoiles;boule_2;30;boule
2009-12-04;2004-2011 : 50 boules / 9 etoiles;boule_5;44;boule
2009-12-04;2004-2011 : 50 boules / 9 etoiles;etoile_2;1;etoile
2009-12-04;2004-2011 : 50 boules / 9 etoiles;etoile_1;3;etoile
2009-12-11;2004-2011 : 50 boules / 9 etoiles;boule_5;20;boule
2009-12-11;2004-2011 : 50 boules / 9 etoiles;boule_1;41;boule
2009-12-11;2004-2011 : 50 boules / 9 etoiles;boule_2;43;boule
2009-12-11;2004-2011 : 50 boules / 9 etoiles;boule_3;44;boule
2009-12-11;2004-2011 : 50 boules / 9 etoiles;boule_4;46;boule
2009-12-11;2004-2011 : 50 boules / 9 etoiles;etoile_1;2;etoile
2009-12-11;2004-2011 : 50 boules / 9 etoiles;etoile_2;9;etoile
2009-12-18;2004-2011 : 50 boules / 9 etoiles;boule_5;14;boule
2009-12-18;2004-2011 : 50 boules / 9 etoiles;boule_2;30;boule
2009-12-18;2004-2011 : 50 boules / 9 etoiles;boule_4;32;boule
2009-12-18;2004-2011 : 50 boules / 9 etoiles;boule_3;35;boule
2009-12-18;2004-2011 : 50 boules / 9 etoiles;boule_1;49;boule
2009-12-18;2004-2011 : 50 boules / 9 etoiles;etoile_2;3;etoile
2009-12-18;2004-2011 : 50 boules / 9 etoiles;etoile_1;8;etoile
2009-12-25;2004-2011 : 50 boules / 9 etoiles;boule_1;4;boule
2009-12-25;2004-2011 : 50 boules / 9 etoiles;boule_3;5;boule
2009-12-25;2004-2011 : 50 boules / 9 etoiles;boule_5;14;boule
2009-12-25;2004-2011 : 50 boules / 9 etoiles;boule_2;17;boule
2009-12-25;2004-2011 : 50 boules / 9 etoiles;boule_4;34;boule
2009-12-25;2004-2011 : 50 boules / 9 etoiles;etoile_2;3;etoile
2009-12-25;2004-2011 : 50 boules / 9 etoiles;etoile_1;5;etoile
2010-01-01;2004-2011 : 50 boules / 9 etoiles;boule_5;9;boule
2010-01-01;2004-2011 : 50 boules / 9 etoiles;boule_1;22;boule
2010-01-01;2004-2011 : 50 boules / 9 etoiles;boule_2;24;boule
2010-01-01;2004-2011 : 50 boules / 9 etoiles;boule_3;27;boule
2010-01-01;2004-2011 : 50 boules / 9 etoiles;boule_4;36;boule
2010-01-01;2004-2011 : 50 boules / 9 etoiles;etoile_2;5;etoile
2010-01-01;2004-2011 : 50 boules / 9 etoiles;etoile_1;7;etoile
2010-01-08;2004-2011 : 50 boules / 9 etoiles;boule_4;4;boule
2010-01-08;2004-2011 : 50 boules / 9 etoiles;boule_2;5;boule
2010-01-08;2004-2011 : 50 boules / 9 etoiles;boule_3;14;boule
2010-01-08;2004-2011 : 50 boules / 9 etoiles;boule_1;44;boule
2010-01-08;2004-2011 : 50 boules / 9 etoiles;boule_5;46;boule
2010-01-08;2004-2011 : 50 boules / 9 etoiles;etoile_2;8;etoile
2010-01-08;2004-2011 : 50 boules / 9 etoiles;etoile_1;9;etoile
2010-01-15;2004-2011 : 50 boules / 9 etoiles;boule_5;11;boule
2010-01-15;2004-2011 : 50 boules / 9 etoiles;boule_3;26;boule
2010-01-15;2004-2011 : 50 boules / 9 etoiles;boule_4;29;boule
2010-01-15;2004-2011 : 50 boules / 9 etoiles;boule_1;49;boule
2010-01-15;2004-2011 : 50 boules / 9 etoiles;boule_2;50;boule
2010-01-15;2004-2011 : 50 boules / 9 etoiles;etoile_1;4;etoile
2010-01-15;2004-2011 : 50 boules / 9 etoiles;etoile_2;7;etoile
2010-01-22;2004-2011 : 50 boules / 9 etoiles;boule_1;4;boule
2010-01-22;2004-2011 : 50 boules / 9 etoiles;boule_4;22;boule
2010-01-22;2004-2011 : 50 boules / 9 etoiles;boule_3;27;boule
2010-01-22;2004-2011 : 50 boules / 9 etoiles;boule_5;36;boule
2010-01-22;2004-2011 : 50 boules / 9 etoiles;boule_2;44;boule
2010-01-22;2004-2011 : 50 boules / 9 etoiles;etoile_2;7;etoile
2010-01-22;2004-2011 : 50 boules / 9 etoiles;etoile_1;9;etoile
2010-01-29;2004-2011 : 50 boules / 9 etoiles;boule_5;9;boule
2010-01-29;2004-2011 : 50 boules / 9 etoiles;boule_4;17;boule
2010-01-29;2004-2011 : 50 boules / 9 etoiles;boule_3;30;boule
2010-01-29;2004-2011 : 50 boules / 9 etoiles;boule_1;39;boule
2010-01-29;2004-2011 : 50 boules / 9 etoiles;boule_2;43;boule
2010-01-29;2004-2011 : 50 boules / 9 etoiles;etoile_2;5;etoile
2010-01-29;2004-2011 : 50 boules / 9 etoiles;etoile_1;7;etoile
2010-02-05;2004-2011 : 50 boules / 9 etoiles;boule_3;34;boule
2010-02-05;2004-2011 : 50 boules / 9 etoiles;boule_4;35;boule
2010-02-05;2004-2011 : 50 boules / 9 etoiles;boule_2;38;boule
2010-02-05;2004-2011 : 50 boules / 9 etoiles;boule_5;39;boule
2010-02-05;2004-2011 : 50 boules / 9 etoiles;boule_1;46;boule
2010-02-05;2004-2011 : 50 boules / 9 etoiles;etoile_1;3;etoile
2010-02-05;2004-2011 : 50 boules / 9 etoiles;etoile_2;4;etoile
2010-02-12;2004-2011 : 50 boules / 9 etoiles;boule_3;1;boule
2010-02-12;2004-2011 : 50 boules / 9 etoiles;boule_1;5;boule
2010-02-12;2004-2011 : 50 boules / 9 etoiles;boule_5;18;boule
2010-02-12;2004-2011 : 50 boules / 9 etoiles;boule_4;38;boule
2010-02-12;2004-2011 : 50 boules / 9 etoiles;boule_2;45;boule
2010-02-12;2004-2011 : 50 boules / 9 etoiles;etoile_2;4;etoile
2010-02-12;2004-2011 : 50 boules / 9 etoiles;etoile_1;6;etoile
2010-02-19;2004-2011 : 50 boules / 9 etoiles;boule_2;12;boule
2010-02-19;2004-2011 : 50 boules / 9 etoiles;boule_4;31;boule
2010-02-19;2004-2011 : 50 boules / 9 etoiles;boule_1;37;boule
2010-02-19;2004-2011 : 50 boules / 9 etoiles;boule_3;38;boule
2010-02-19;2004-2011 : 50 boules / 9 etoiles;boule_5;43;boule
2010-02-19;2004-2011 : 50 boules / 9 etoiles;etoile_2;2;etoile
2010-02-19;2004-2011 : 50 boules / 9 etoiles;etoile_1;3;etoile
2010-02-26;2004-2011 : 50 boules / 9 etoiles;boule_4;7;boule
2010-02-26;2004-2011 : 50 boules / 9 etoiles;boule_2;11;boule
2010-02-26;2004-2011 : 50 boules / 9 etoiles;boule_5;18;boule
2010-02-26;2004-2011 : 50 boules / 9 etoiles;boule_3;29;boule
2010-02-26;2004-2011 : 50 boules / 9 etoiles;boule_1;42;boule
2010-02-26;2004-2011 : 50 boules / 9 etoiles;etoile_2;6;etoile
2010-02-26;2004-2011 : 50 boules / 9 etoiles;etoile_1;7;etoile
2010-03-05;2004-2011 : 50 boules / 9 etoiles;boule_4;12;boule
2010-03-05;2004-2011 : 50 boules / 9 etoiles;boule_2;18;boule
2010-03-05;2004-2011 : 50 boules / 9 etoiles;boule_1;19;boule
2010-03-05;2004-2011 : 50 boules / 9 etoiles;boule_5;43;boule
2010-03-05;2004-2011 : 50 boules / 9 etoiles;boule_3;49;boule
2010-03-05;2004-2011 : 50 boules / 9 etoiles;etoile_2;3;etoile
2010-03-05;2004-2011 : 50 boules / 9 etoiles;etoile_1;9;etoile
2010-03-12;2004-2011 : 50 boules / 9 etoiles;boule_2;1;boule
2010-03-12;2004-2011 : 50 boules / 9 etoiles;boule_3;26;boule
2010-03-12;2004-2011 : 50 boules / 9 etoiles;boule_5;33;boule
2010-03-12;2004-2011 : 50 boules / 9 etoiles;boule_4;36;boule
2010-03-12;2004-2011 : 50 boules / 9 etoiles;boule_1;46;boule
2010-03-12;2004-2011 : 50 boules / 9 etoiles;etoile_2;6;etoile
2010-03-12;2004-2011 : 50 boules / 9 etoiles;etoile_1;7;etoile
2010-03-19;2004-2011 : 50 boules / 9 etoiles;boule_5;10;boule
2010-03-19;2004-2011 : 50 boules / 9 etoiles;boule_2;28;boule
2010-03-19;2004-2011 : 50 boules / 9 etoiles;boule_3;30;boule
2010-03-19;2004-2011 : 50 boules / 9 etoiles;boule_1;38;boule
2010-03-19;2004-2011 : 50 boules / 9 etoiles;boule_4;39;boule
2010-03-19;2004-2011 : 50 boules / 9 etoiles;etoile_2;2;etoile
2010-03-19;2004-2011 : 50 boules / 9 etoiles;etoile_1;7;etoile
2010-03-26;2004-2011 : 50 boules / 9 etoiles;boule_3;8;boule
2010-03-26;2004-2011 : 50 boules / 9 etoiles;boule_4;16;boule
2010-03-26;2004-2011 : 50 boules / 9 etoiles;boule_1;18;boule
2010-03-26;2004-2011 : 50 boules / 9 etoiles;boule_2;37;boule
2010-03-26;2004-2011 : 50 boules / 9 etoiles;boule_5;43;boule
2010-03-26;2004-2011 : 50 boules / 9 etoiles;etoile_1;2;etoile
2010-03-26;2004-2011 : 50 boules / 9 etoiles;etoile_2;6;etoile
2010-04-02;2004-2011 : 50 boules / 9 etoiles;boule_3;12;boule
2010-04-02;2004-2011 : 50 boules / 9 etoiles;boule_2;18;boule
2010-04-02;2004-2011 : 50 boules / 9 etoiles;boule_4;24;boule
2010-04-02;2004-2011 : 50 boules / 9 etoiles;boule_1;26;boule
2010-04-02;2004-2011 : 50 boules / 9 etoiles;boule_5;45;boule
2010-04-02;2004-2011 : 50 boules / 9 etoiles;etoile_2;4;etoile
2010-04-02;2004-2011 : 50 boules / 9 etoiles;etoile_1;5;etoile
2010-04-09;2004-2011 : 50 boules / 9 etoiles;boule_5;7;boule
2010-04-09;2004-2011 : 50 boules / 9 etoiles;boule_4;21;boule
2010-04-09;2004-2011 : 50 boules / 9 etoiles;boule_2;23;boule
2010-04-09;2004-2011 : 50 boules / 9 etoiles;boule_3;24;boule
2010-04-09;2004-2011 : 50 boules / 9 etoiles;boule_1;44;boule
2010-04-09;2004-2011 : 50 boules / 9 etoiles;etoile_1;3;etoile
2010-04-09;2004-2011 : 50 boules / 9 etoiles;etoile_2;4;etoile
2010-04-16;2004-2011 : 50 boules / 9 etoiles;boule_5;9;boule
2010-04-16;2004-2011 : 50 boules / 9 etoiles;boule_2;11;boule
2010-04-16;2004-2011 : 50 boules / 9 etoiles;boule_1;17;boule
2010-04-16;2004-2011 : 50 boules / 9 etoiles;boule_3;26;boule
2010-04-16;2004-2011 : 50 boules / 9 etoiles;boule_4;40;boule
2010-04-16;2004-2011 : 50 boules / 9 etoiles;etoile_2;3;etoile
2010-04-16;2004-2011 : 50 boules / 9 etoiles;etoile_1;9;etoile
2010-04-23;2004-2011 : 50 boules / 9 etoiles;boule_2;3;boule
2010-04-23;2004-2011 : 50 boules / 9 etoiles;boule_3;7;boule
2010-04-23;2004-2011 : 50 boules / 9 etoiles;boule_4;8;boule
2010-04-23;2004-2011 : 50 boules / 9 etoiles;boule_5;43;boule
2010-04-23;2004-2011 : 50 boules / 9 etoiles;boule_1;46;boule
2010-04-23;2004-2011 : 50 boules / 9 etoiles;etoile_1;6;etoile
2010-04-23;2004-2011 : 50 boules / 9 etoiles;etoile_2;8;etoile
2010-04-30;2004-2011 : 50 boules / 9 etoiles;boule_1;6;boule
2010-04-30;2004-2011 : 50 boules / 9 etoiles;boule_3;22;boule
2010-04-30;2004-2011 : 50 boules / 9 etoiles;boule_5;24;boule
2010-04-30;2004-2011 : 50 boules / 9 etoiles;boule_4;25;boule
2010-04-30;2004-2011 : 50 boules / 9 etoiles;boule_2;36;boule
2010-04-30;2004-2011 : 50 boules / 9 etoiles;etoile_1;3;etoile
2010-04-30;2004-2011 : 50 boules / 9 etoiles;etoile_2;8;etoile
2010-05-07;2004-2011 : 50 boules / 9 etoiles;boule_4;3;boule
2010-05-07;2004-2011 : 50 boules / 9 etoiles;boule_3;6;boule
2010-05-07;2004-2011 : 50 boules / 9 etoiles;boule_1;15;boule
2010-05-07;2004-2011 : 50 boules / 9 etoiles;boule_2;21;boule
2010-05-07;2004-2011 : 50 boules / 9 etoiles;boule_5;32;boule
2010-05-07;2004-2011 : 50 boules / 9 etoiles;etoile_1;7;etoile
2010-05-07;2004-2011 : 50 boules / 9 etoiles;etoile_2;9;etoile
2010-05-14;2004-2011 : 50 boules / 9 etoiles;boule_5;1;boule
2010-05-14;2004-2011 : 50 boules / 9 etoiles;boule_1;17;boule
2010-05-14;2004-2011 : 50 boules / 9 etoiles;boule_2;31;boule
2010-05-14;2004-2011 : 50 boules / 9 etoiles;boule_3;43;boule
2010-05-14;2004-2011 : 50 boules / 9 etoiles;boule_4;47;boule
2010-05-14;2004-2011 : 50 boules / 9 etoiles;etoile_2;2;etoile
2010-05-14;2004-2011 : 50 boules / 9 etoiles;etoile_1;3;etoile
2010-05-21;2004-2011 : 50 boules / 9 etoiles;boule_4;7;boule
2010-05-21;2004-2011 : 50 boules / 9 etoiles;boule_2;19;boule
2010-05-21;2004-2011 : 50 boules / 9 etoiles;boule_5;30;boule
2010-05-21;2004-2011 : 50 boules / 9 etoiles;boule_1;38;boule
2010-05-21;2004-2011 : 50 boules / 9 etoiles;boule_3;50;boule
2010-05-21;2004-2011 : 50 boules / 9 etoiles;etoile_1;4;etoile
2010-05-21;2004-2011 : 50 boules / 9 etoiles;etoile_2;7;etoile
2010-05-28;2004-2011 : 50 boules / 9 etoiles;boule_5;4;boule
2010-05-28;2004-2011 : 50 boules / 9 etoiles;boule_1;9;boule
2010-05-28;2004-2011 : 50 boules / 9 etoiles;boule_2;31;boule
2010-05-28;2004-2011 : 50 boules / 9 etoiles;boule_3;32;boule
2010-05-28;2004-2011 : 50 boules / 9 etoiles;boule_4;33;boule
2010-05-28;2004-2011 : 50 boules / 9 etoiles;etoile_1;3;etoile
2010-05-28;2004-2011 : 50 boules / 9 etoiles;etoile_2;7;etoile
2010-06-04;2004-2011 : 50 boules / 9 etoiles;boule_5;4;boule
2010-06-04;2004-2011 : 50 boules / 9 etoiles;boule_3;17;boule
2010-06-04;2004-2011 : 50 boules / 9 etoiles;boule_1;34;boule
2010-06-04;2004-2011 : 50 boules / 9 etoiles;boule_4;40;boule
2010-06-04;2004-2011 : 50 boules / 9 etoiles;boule_2;42;boule
2010-06-04;2004-2011 : 50 boules / 9 etoiles;etoile_2;4;etoile
2010-06-04;2004-2011 : 50 boules / 9 etoiles;etoile_1;9;etoile
2010-06-11;2004-2011 : 50 boules / 9 etoiles;boule_2;2;boule
2010-06-11;2004-2011 : 50 boules / 9 etoiles;boule_4;22;boule
2010-06-11;2004-2011 : 50 boules / 9 etoiles;boule_5;24;boule
2010-06-11;2004-2011 : 50 boules / 9 etoiles;boule_3;36;boule
2010-06-11;2004-2011 : 50 boules / 9 etoiles;boule_1;44;boule
2010-06-11;2004-2011 : 50 boules / 9 etoiles;etoile_2;1;etoile
2010-06-11;2004-2011 : 50 boules / 9 etoiles;etoile_1;2;etoile
2010-06-18;2004-2011 : 50 boules / 9 etoiles;boule_1;2;boule
2010-06-18;2004-2011 : 50 boules / 9 etoiles;boule_2;29;boule
2010-06-18;2004-2011 : 50 boules / 9 etoiles;boule_3;31;boule
2010-06-18;2004-2011 : 50 boules / 9 etoiles;boule_5;32;boule
2010-06-18;2004-2011 : 50 boules / 9 etoiles;boule_4;38;boule
2010-06-18;2004-2011 : 50 boules / 9 etoiles;etoile_2;1;etoile
2010-06-18;2004-2011 : 50 boules / 9 etoiles;etoile_1;4;etoile
2010-06-25;2004-2011 : 50 boules / 9 etoiles;boule_2;1;boule
2010-06-25;2004-2011 : 50 boules / 9 etoiles;boule_3;8;boule
2010-06-25;2004-2011 : 50 boules / 9 etoiles;boule_1;18;boule
2010-06-25;2004-2011 : 50 boules / 9 etoiles;boule_4;28;boule
2010-06-25;2004-2011 : 50 boules / 9 etoiles;boule_5;31;boule
2010-06-25;2004-2011 : 50 boules / 9 etoiles;etoile_2;8;etoile
2010-06-25;2004-2011 : 50 boules / 9 etoiles;etoile_1;9;etoile
2010-07-02;2004-2011 : 50 boules / 9 etoiles;boule_5;12;boule
2010-07-02;2004-2011 : 50 boules / 9 etoiles;boule_4;13;boule
2010-07-02;2004-2011 : 50 boules / 9 etoiles;boule_3;36;boule
2010-07-02;2004-2011 : 50 boules / 9 etoiles;boule_2;41;boule
2010-07-02;2004-2011 : 50 boules / 9 etoiles;boule_1;46;boule
2010-07-02;2004-2011 : 50 boules / 9 etoiles;etoile_2;1;etoile
2010-07-02;2004-2011 : 50 boules / 9 etoiles;etoile_1;8;etoile
2010-07-09;2004-2011 : 50 boules / 9 etoiles;boule_2;9;boule
2010-07-09;2004-2011 : 50 boules / 9 etoiles;boule_4;24;boule
2010-07-09;2004-2011 : 50 boules / 9 etoiles;boule_1;37;boule
2010-07-09;2004-2011 : 50 boules / 9 etoiles;boule_5;39;boule
2010-07-09;2004-2011 : 50 boules / 9 etoiles;boule_3;49;boule
2010-07-09;2004-2011 : 50 boules / 9 etoiles;etoile_1;3;etoile
2010-07-09;2004-2011 : 50 boules / 9 etoiles;etoile_2;9;etoile
2010-07-16;2004-2011 : 50 boules / 9 etoiles;boule_5;38;boule
2010-07-16;2004-2011 : 50 boules / 9 etoiles;boule_4;39;boule
2010-07-16;2004-2011 : 50 boules / 9 etoiles;boule_3;45;boule
2010-07-16;2004-2011 : 50 boules / 9 etoiles;boule_2;46;boule
2010-07-16;2004-2011 : 50 boules / 9 etoiles;boule_1;49;boule
2010-07-16;2004-2011 : 50 boules / 9 etoiles;etoile_1;7;etoile
2010-07-16;2004-2011 : 50 boules / 9 etoiles;etoile_2;8;etoile
2010-07-23;2004-2011 : 50 boules / 9 etoiles;boule_1;4;boule
2010-07-23;2004-2011 : 50 boules / 9 etoiles;boule_2;13;boule
2010-07-23;2004-2011 : 50 boules / 9 etoiles;boule_4;35;boule
2010-07-23;2004-2011 : 50 boules / 9 etoiles;boule_3;37;boule
2010-07-23;2004-2011 : 50 boules / 9 etoiles;boule_5;46;boule
2010-07-23;2004-2011 : 50 boules / 9 etoiles;etoile_2;3;etoile
2010-07-23;2004-2011 : 50 boules / 9 etoiles;etoile_1;9;etoile
2010-07-30;2004-2011 : 50 boules / 9 etoiles;boule_3;3;boule
2010-07-30;2004-2011 : 50 boules / 9 etoiles;boule_4;4;boule
2010-07-30;2004-2011 : 50 boules / 9 etoiles;boule_2;11;boule
2010-07-30;2004-2011 : 50 boules / 9 etoiles;boule_5;28;boule
2010-07-30;2004-2011 : 50 boules / 9 etoiles;boule_1;39;boule
2010-07-30;2004-2011 : 50 boules / 9 etoiles;etoile_2;2;etoile
2010-07-30;2004-2011 : 50 boules / 9 etoiles;etoile_1;8;etoile
2010-08-06;2004-2011 : 50 boules / 9 etoiles;boule_3;13;boule
2010-08-06;2004-2011 : 50 boules / 9 etoiles;boule_5;25;boule
2010-08-06;2004-2011 : 50 boules / 9 etoiles;boule_2;28;boule
2010-08-06;2004-2011 : 50 boules / 9 etoiles;boule_4;29;boule
2010-08-06;2004-2011 : 50 boules / 9 etoiles;boule_1;42;boule
2010-08-06;2004-2011 : 50 boules / 9 etoiles;etoile_1;4;etoile
2010-08-06;2004-2011 : 50 boules / 9 etoiles;etoile_2;5;etoile
2010-08-13;2004-2011 : 50 boules / 9 etoiles;boule_5;4;boule
2010-08-13;2004-2011 : 50 boules / 9 etoiles;boule_2;9;boule
2010-08-13;2004-2011 : 50 boules / 9 etoiles;boule_1;15;boule
2010-08-13;2004-2011 : 50 boules / 9 etoiles;boule_4;21;boule
2010-08-13;2004-2011 : 50 boules / 9 etoiles;boule_3;47;boule
2010-08-13;2004-2011 : 50 boules / 9 etoiles;etoile_2;2;etoile
2010-08-13;2004-2011 : 50 boules / 9 etoiles;etoile_1;7;etoile
2010-08-20;2004-2011 : 50 boules / 9 etoiles;boule_3;5;boule
2010-08-20;2004-2011 : 50 boules / 9 etoiles;boule_1;27;boule
2010-08-20;2004-2011 : 50 boules / 9 etoiles;boule_2;31;boule
2010-08-20;2004-2011 : 50 boules / 9 etoiles;boule_5;40;boule
2010-08-20;2004-2011 : 50 boules / 9 etoiles;boule_4;42;boule
2010-08-20;2004-2011 : 50 boules / 9 etoiles;etoile_2;1;etoile
2010-08-20;2004-2011 : 50 boules / 9 etoiles;etoile_1;6;etoile
2010-08-27;2004-2011 : 50 boules / 9 etoiles;boule_4;1;boule
2010-08-27;2004-2011 : 50 boules / 9 etoiles;boule_2;6;boule
2010-08-27;2004-2011 : 50 boules / 9 etoiles;boule_1;13;boule
2010-08-27;2004-2011 : 50 boules / 9 etoiles;boule_3;30;boule
2010-08-27;2004-2011 : 50 boules / 9 etoiles;boule_5;49;boule
2010-08-27;2004-2011 : 50 boules / 9 etoiles;etoile_1;1;etoile
2010-08-27;2004-2011 : 50 boules / 9 etoiles;etoile_2;9;etoile
2010-09-03;2004-2011 : 50 boules / 9 etoiles;boule_5;13;boule
2010-09-03;2004-2011 : 50 boules / 9 etoiles;boule_1;24;boule
2010-09-03;2004-2011 : 50 boules / 9 etoiles;boule_4;26;boule
2010-09-03;2004-2011 : 50 boules / 9 etoiles;boule_3;47;boule
2010-09-03;2004-2011 : 50 boules / 9 etoiles;boule_2;49;boule
2010-09-03;2004-2011 : 50 boules / 9 etoiles;etoile_1;4;etoile
2010-09-03;2004-2011 : 50 boules / 9 etoiles;etoile_2;8;etoile
2010-09-10;2004-2011 : 50 boules / 9 etoiles;boule_5;17;boule
2010-09-10;2004-2011 : 50 boules / 9 etoiles;boule_3;21;boule
2010-09-10;2004-2011 : 50 boules / 9 etoiles;boule_1;35;boule
2010-09-10;2004-2011 : 50 boules / 9 etoiles;boule_2;41;boule
2010-09-10;2004-2011 : 50 boules / 9 etoiles;boule_4;45;boule
2010-09-10;2004-2011 : 50 boules / 9 etoiles;etoile_2;1;etoile
2010-09-10;2004-2011 : 50 boules / 9 etoiles;etoile_1;5;etoile
2010-09-17;2004-2011 : 50 boules / 9 etoiles;boule_4;17;boule
2010-09-17;2004-2011 : 50 boules / 9 etoiles;boule_2;27;boule
2010-09-17;2004-2011 : 50 boules / 9 etoiles;boule_5;29;boule
2010-09-17;2004-2011 : 50 boules / 9 etoiles;boule_3;38;boule
2010-09-17;2004-2011 : 50 boules / 9 etoiles;boule_1;50;boule
2010-09-17;2004-2011 : 50 boules / 9 etoiles;etoile_2;1;etoile
2010-09-17;2004-2011 : 50 boules / 9 etoiles;etoile_1;3;etoile
2010-09-24;2004-2011 : 50 boules / 9 etoiles;boule_1;1;boule
2010-09-24;2004-2011 : 50 boules / 9 etoiles;boule_4;4;boule
2010-09-24;2004-2011 : 50 boules / 9 etoiles;boule_2;16;boule
2010-09-24;2004-2011 : 50 boules / 9 etoiles;boule_5;40;boule
2010-09-24;2004-2011 : 50 boules / 9 etoiles;boule_3;48;boule
2010-09-24;2004-2011 : 50 boules / 9 etoiles;etoile_1;1;etoile
2010-09-24;2004-2011 : 50 boules / 9 etoiles;etoile_2;9;etoile
2010-10-01;2004-2011 : 50 boules / 9 etoiles;boule_5;1;boule
2010-10-01;2004-2011 : 50 boules / 9 etoiles;boule_1;4;boule
2010-10-01;2004-2011 : 50 boules / 9 etoiles;boule_3;6;boule
2010-10-01;2004-2011 : 50 boules / 9 etoiles;boule_2;27;boule
2010-10-01;2004-2011 : 50 boules / 9 etoiles;boule_4;48;boule
2010-10-01;2004-2011 : 50 boules / 9 etoiles;etoile_1;1;etoile
2010-10-01;2004-2011 : 50 boules / 9 etoiles;etoile_2;6;etoile
2010-10-08;2004-2011 : 50 boules / 9 etoiles;boule_5;9;boule
2010-10-08;2004-2011 : 50 boules / 9 etoiles;boule_4;30;boule
